WKN;ISIN;TICKER;TYP;NAME;TRUENAMES
A0RPWL;IE00B4L5YX21;EUNN.DE;ETF;ISHSIII-C.MSCI JP.IMI DLA;iShares Core MSCI Japan IMI UCITS ETF USD (Acc)
A0RGEQ;IE00B3F81409;EUNU.DE;ETF;ISHSIII-CORE GL.AG.BD;iShares Core Global Aggregate Bond UCITS ETF USD (Dist)
A2PKSQ;IE00BKBF6H24;IWLE.DE;ETF;ISHSIII-CORE MSCI WLD;iShares Core MSCI World UCITS ETF EUR Hedged (Dist)
A1JTNB;IE00B6QGFW01;IS0S.DE;ETF;ISHSIII-EM.ASIA L.G.B.DLD;iShares Emerging Asia Local Govt Bond UCITS ETF USD (Dist)
A0RGEN;IE00B3DKXQ41;EUN4.DE;ETF;ISHSIII-EO AGGR.BD EO;"iShares &#226;&#130;&#172; Aggregate Bond UCITS ETF EUR (Dist)"
A12HSP;IE00BSKRK281;IS06.DE;ETF;ISHSIII-EO C.B.BBB-BB;"iShares &#226;&#130;&#172; Corp Bond BBB-BB UCITS ETF EUR (Dist)"
A0RGEL;IE00B3FH7618;EUN6.DE;ETF;ISHSIII-EO G.BD 0-1YR;"iShares &#226;&#130;&#172; Govt Bond 0-1yr UCITS ETF EUR (Dist)"
A0RL81;IE00B4WXJG34;EUN9.DE;ETF;ISHSIII-EO GB.5-7YR EODIS;"iShares &#226;&#130;&#172; Govt Bond 5-7yr UCITS ETF EUR (Dist)"
A2P2A7;IE00BLDGH553;SECA.DE;ETF;ISHSIII-EUR GOV.B.C.EO A.;"iShares &#226;&#130;&#172; Govt Bond Climate UCITS ETF EUR (Acc)"
A2P2A6;IE00BLDGH447;SECD.DE;ETF;ISHSIII-EUR GOV.B.C.EO D.;"iShares &#226;&#130;&#172; Govt Bond Climate UCITS ETF EUR (Dist)"
A0Q41X;IE00B3B8PX14;IUS5.DE;ETF;ISHSIII-G.I.L.GOV.B.DLACC;iShares Global Inflation Linked Govt Bond UCITS ETF USD (Acc)
A2DWBY;IE00BF4RFH31;IUSN.DE;ETF;ISHSIII-M.W.S.C.U.ETF DLA;iShares MSCI World Small Cap UCITS ETF USD (Acc)
A0YJ80;IE00B5377D42;IBC6.DE;ETF;ISHSIII-MSCI AUSTR.DLACC;iShares MSCI Australia UCITS ETF USD (Acc)
A0RL8Z;IE00B4WXJD03;EUNJ.DE;ETF;ISHSIII-MSCI P.EX-J.DLDIS;iShares MSCI Pacific ex-Japan UCITS ETF USD (Dist)
A14ZV2;IE00BYYR0489;IUSS.DE;ETF;ISHSIII-MSCI S.A.C.UE DLA;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc)
A2PGTG;IE00BJ5JPJ87;IUSW.DE;ETF;ISHSIII-MSCI S.A.C.UE DLD;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist)
A14T8G;IE00BYPC1H27;ICGB.DE;ETF;ISHSIV - ISH.CHIN.BD.U.ET;iShares China CNY Bond UCITS ETF USD (Dist)
A2JNYG;IE00BG0J4841;IS4S.DE;ETF;ISHSIV-DG.SEC. DLD;iShares Digital Security UCITS ETF USD Dist
A2JMGE;IE00BG0J4C88;L0CK.DE;ETF;ISHSIV-DIGITIL.SECUR.DL;iShares Digital Security UCITS ETF USD Acc
A2DXN8;IE00BD8PGZ49;IUSV.DE;ETF;ISHSIV-DL T.BD20+YR;iShares $ Treasury Bond 20+yr UCITS ETF EUR Hedged (Dist)
A2JJAQ;IE00BG0SKF03;5MVL.DE;ETF;ISHSIV-E.MSCI EM VAL.;iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc)
A2DUC1;IE00BF3N7219;IBC7.DE;ETF;ISHSIV-FALL.A.H.Y.C.;iShares Fallen Angels High Yield Corporate Bond UCITS ETF EUR Hedged (Dist)
A2PCB0;IE00BHZPJ239;EDM2.DE;ETF;ISHSIV-M.EM ESC ENH.DLA;iShares MSCI EM ESG Enhanced UCITS ETF USD Acc
A2PCB1;IE00BHZPJ015;EDM4.DE;ETF;ISHSIV-M.EMU ESC ENH.;iShares MSCI EMU ESG Enhanced UCITS ETF EUR Acc
A2PCB5;IE00BHZPJ783;EDM6.DE;ETF;ISHSIV-M.EUR.ESC ENH.;iShares MSCI Europe ESG Enhanced UCITS ETF EUR Acc
A2PDNW;IE00BHZPJ676;EMNU.DE;ETF;ISHSIV-M.EUR.ESC ENH.;iShares MSCI Europe ESG Enhanced UCITS ETF EUR Inc
A2PCB2;IE00BHZPJ452;EDMJ.DE;ETF;ISHSIV-M.JPN ESC ENH.;iShares MSCI Japan ESG Enhanced UCITS ETF USD Acc
A2PCB3;IE00BHZPJ908;EDMU.DE;ETF;ISHSIV-M.USA ESC ENH.;iShares MSCI USA ESG Enhanced UCITS ETF USD Acc
A2JN2K;IE00BZ173V67;3SUR.DE;ETF;ISHSIV-M.USA S. EOD;iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist)
A2PCB4;IE00BHZPJ569;EDMW.DE;ETF;ISHSIV-M.WLD ESC ENH.;iShares MSCI World ESG Enhanced UCITS ETF USD Acc
A2PGQN;IE00BJ5JPG56;ICGA.DE;ETF;ISHSIV-MSCI CHINA DL A;iShares MSCI China UCITS ETF USD Acc
A2N6TH;IE00BFNM3P36;AYEM.DE;ETF;ISHSIV-MSCI EM IMI ES.;iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc)
A2N6TJ;IE00BFNM3N12;OM3Y.DE;ETF;ISHSIV-MSCI EM IMI ES.;iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist)
A2N48B;IE00BFNM3B99;SLMA.DE;ETF;ISHSIV-MSCI EMU ESG S.;iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc)
A2N48C;IE00BFNM3C07;SLMB.DE;ETF;ISHSIV-MSCI EMU ESG S.;iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist)
A2N48D;IE00BFNM3D14;SLMC.DE;ETF;ISHSIV-MSCI EUR.ESG S.;iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc)
A2N48E;IE00BFNM3F38;SLMD.DE;ETF;ISHSIV-MSCI EUR.ESG S.;iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist)
A2AFCY;IE00BZCQB185;QDV5.DE;ETF;ISHSIV-MSCI INDIA UC.ETF;iShares MSCI India UCITS ETF USD Acc
A2N6TF;IE00BFNM3L97;SGAJ.DE;ETF;ISHSIV-MSCI JAP.ESG S.;iShares MSCI Japan ESG Screened UCITS ETF USD (Acc)
A2N6TG;IE00BFNM3M05;SODJ.DE;ETF;ISHSIV-MSCI JAP.ESG S.;iShares MSCI Japan ESG Screened UCITS ETF USD (Dist)
A2N6TB;IE00BFNM3G45;SGAS.DE;ETF;ISHSIV-MSCI USA ESG S.;iShares MSCI USA ESG Screened UCITS ETF USD (Acc)
A2N6TC;IE00BFNM3H51;SLUS.DE;ETF;ISHSIV-MSCI USA ESG S.;iShares MSCI USA ESG Screened UCITS ETF USD (Dist)
A2N6TD;IE00BFNM3J75;SNAW.DE;ETF;ISHSIV-MSCI WLD ESG S.;iShares MSCI World ESG Screened UCITS ETF USD (Acc)
A2N6TE;IE00BFNM3K80;S6DW.DE;ETF;ISHSIV-MSCI WLD ESG S.;iShares MSCI World ESG Screened UCITS ETF USD (Dist)
A2DX7X;IE00BDZZTM54;2B7J.DE;ETF;ISHSIV-MSCI WLD.SRI U.;iShares MSCI World SRI UCITS ETF USD (Dist)
A2DVB9;IE00BYX2JD69;2B7K.DE;ETF;ISHSIV-MSCI WLD.SRI U.;iShares MSCI World SRI UCITS ETF EUR (Acc)
A1JNZ9;IE00B652H904;EUNY.DE;ETF;ISHSV-EM DIVID.U.ETF;iShares EM Dividend UCITS ETF USD (Dist)
A111YA;IE00BKM4H197;CEMG.DE;ETF;ISHSV-MSCI EM CO.GWTH;iShares MSCI EM Consumer Growth UCITS ETF USD (Acc)
A1C5E6;IE00B42Z5J44;IBCG.DE;ETF;ISHSV-MSCI JAPAN EO;iShares MSCI Japan EUR Hedged UCITS ETF (Acc)
A1JKQL;IE00B6R51Z18;IS0D.DE;ETF;ISHSV-O+G.EX.+PROD.DL;"iShares Oil &amp; Gas Exploration &amp; Production UCITS ETF USD (Acc)"
A2JHXR;IE00BD3V0B10;IUS2.DE;ETF;ISHSV-S+P U.S BANKS;"iShares S&amp;P U.S. Banks ETF"
A2JQ2H;IE00BDDRF478;IU5C.DE;ETF;ISHSV-S+P500 C.S.U.ETF;"iShares S&amp;P 500 Communication Sector UCITS ETF USD Acc"
A1JXZK;IE00B428Z604;IS0P.DE;ETF;ISHSV-SPAIN GOVT BD EO;iShares Spain Govt Bond UCITS ETF EUR (Dist)
A1J782;IE00B8KGV557;EUNZ.DE;ETF;ISHSVI-E.MSCI EM MIN.;iShares STOXX Europe 50 UCITS ETF EUR (Dist)
A2PYV3;IE00BKVL7D31;MVEE.DE;ETF;ISHSVI-E.MSCIEUR.M.;iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF EUR (Acc)
A2PY8D;IE00BKVL7331;MVEA.DE;ETF;ISHSVI-E.MSCIUSA M.;iShares Edge MSCI USA Minimum Volatility ESG UCITS ETF USD (Acc)
A2PY8C;IE00BKVL7778;MVEW.DE;ETF;ISHSVI-E.MSCIWLD M.V.E.;iShares Edge MSCI World Minimum Volatility ESG UCITS ETF USD (Acc)
A2QA0W;IE00BMCZLJ20;UEEH.DE;ETF;ISHSVI-EMWDMVE CLDLD;iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Dist)
A1T94L;IE00B87RLX93;IS3B.DE;ETF;ISHSVI-EO C.BD FINLS EOD;"iShares &#226;&#130;&#172; Corp Bond Financials UCITS ETF EUR (Dist)"
A1J40N;IE00B87G8S03;IS0Z.DE;ETF;ISHSVI-G.AAA-AA G.B.DL D;iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist)
A2DVK8;IE00BD0B9B76;OPEN.DE;ETF;ISHSVI-INC.A.DIV.U.E.DLA;iShares Thomson Reuters Inclusion and Diversity UCITS ETF USD Acc
A2QAJB;IE00BMTX1Y45;I500.DE;ETF;ISHSVI-ISH.SP500S.U.E.;"iShares S&amp;P 500 Swap UCITS ETF USD (Acc)"
A1W0MQ;IE00B9M6RS56;IS3C.DE;ETF;ISHSVI-JPM DL BD EOH DIS;iShares J.P. Morgan $ EM Bond EUR Hedged UCITS ETF (Dist)
A0YEDR;IE00B52MJY50;SXR1.DE;ETF;ISHSVII-C.MSCI P.;iShares VII PLC - iShares Core MSCI Pac ex-Jpn ETF USD Acc
A0X8SG;IE00B3VWN179;SXRK.DE;ETF;ISHSVII-DLTB.1-3YR;iShares VII PLC - iShares $ Treasury Bd 1-3y ETF USD Acc B
A2JKT2;IE00BFXYHY63;OM3M.DE;ETF;ISHSVII-DLTB.3-7YR DL DIS;iShares $ Treasury Bond 3-7yr UCITS ETF USD (Dist)
A2PDTT;IE00BGPP6473;CBUE.DE;ETF;ISHSVII-DLTB.3-7YR EUDH;iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist)
A2N34W;IE00BYVQ9F29;NQSE.DE;ETF;ISHSVII-NASDAQ 100;iShares VII PLC - iShares NASDAQ 100 ETF EUR Hdg Acc
A2PW6Q;IE00BJP26D89;EUED.DE;ETF;ISIV-EO UL.BD EU.E.TF;"iShares &#226;&#130;&#172; Ultrashort Bond ESG UCITS ETF EUR Inc"
A2PDNS;IE00BHZPHZ28;EMNE.DE;ETF;ISIV-MEMUEE ETF EOD.;iShares MSCI EMU ESG Enhanced UCITS ETF EUR Inc
A2PDNT;IE00BHZPJ346;EMNJ.DE;ETF;ISIV-MJEEUETF DLD.;iShares MSCI Japan ESG Enhanced UCITS ETF USD Inc
A1W370;IE00BCLWRD08;IS3H.DE;ETF;ISIV-MSCI EMUMC.U.ETF.;iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc)
A2PDNU;IE00BHZPJ890;OM3L.DE;ETF;ISIV-MUEEU ETF DLD.;iShares MSCI USA ESG Enhanced UCITS ETF USD Inc
A2PDNV;IE00BG11HV38;EMND.DE;ETF;ISIV-MWEEUETF DLD.;iShares MSCI World ESG Enhanced UCITS ETF USD Inc
A2DWAW;IE00BYXG2H39;2B70.DE;ETF;ISIV-NASDAQ US BIOTE..;iShares Nasdaq US Biotechnology UCITS ETF USD (Acc)
A2QDP2;IE00BMZ17W23;UEEA.DE;ETF;ISIVMSCIWLDSRIU HEOD.;iShares MSCI World SRI UCITS ETF EUR Hedged (Dist)
A1JKQK;IE00B6R52143;IS0C.DE;ETF;ISV-AGRIBUSIN.U.ETF DLA.;iShares Agribusiness UCITS ETF USD (Acc)
A1J5ST;IE00B6X2VY59;IS0Y.DE;ETF;ISV-E.C.B.I.R.H.U.ETF EOD.;"iShares &#226;&#130;&#172; Corp Bond Interest Rate Hedged UCITS ETF EUR (Dist)"
A1JKQJ;IE00B6R52036;IS0E.DE;ETF;ISV-GOLD.PROD.U.ETF.;iShares Gold Producers UCITS ETF USD (Acc)
A2P0CC;IE00BKT1CS59;SNAZ.DE;ETF;ISV-I.JPM.EMCB.UETF.;iShares J.P. Morgan $ EM Corp Bond UCITS ETF EUR Hedged (Acc)
A2PHCG;IE00BJ5JP212;36BB.DE;ETF;ISV-M.W.C.DI.S. DLD.;iShares MSCI World Consumer Discretionary Sector UCITS ETF USD Inc
A2PHCH;IE00BJ5JP329;3SUE.DE;ETF;ISV-M.W.C.ST.S. DLD.;iShares MSCI World Consumer Staples Sector UCITS ETF USD Inc
A2PHCF;IE00BJ5JP105;5MVW.DE;ETF;ISV-M.W.EN.SC. DLD.;iShares MSCI World Energy Sector UCITS ETF USD Inc
A2PHCD;IE00BJ5JNZ06;CBUF.DE;ETF;ISV-M.W.H.C.SC. DLD.;iShares MSCI World Health Care Sector UCITS ETF USD Inc
A2PHCC;IE00BJ5JNY98;AYEW.DE;ETF;ISV-M.W.IN.T.S. DLD.;iShares MSCI World Information Technology Sector UCITS ETF USD Inc
A2QBZ7;IE00BMW42298;ESIC.DE;ETF;ISVP.-IS.M.ECDS EOA.;iShares MSCI Europe Consumer Discretionary Sector UCITS ETF
A2QBZ2;IE00BMW42074;ESIS.DE;ETF;ISVP.-IS.M.ECSS EOA.;iShares MSCI Europe Consumer Staples Sector UCITS ETF
A2QBZ1;IE00BMW42637;ESIE.DE;ETF;ISVP.-IS.M.EES EOA.;iShares MSCI Europe Energy Sector UCITS ETF
A2QBZ4;IE00BMW42306;ESIF.DE;ETF;ISVP.-IS.M.EFS EOA.;iShares MSCI Europe Financials Sector UCITS ETF
A2QBZ3;IE00BMW42413;ESIT.DE;ETF;ISVP.-IS.M.EITS EOA.;iShares MSCI Europe Information Technology Sector UCITS ETF
A2QBZ0;IE00BMW42181;ESIH.DE;ETF;ISVP.-ISH.M.HCS EOA.;iShares MSCI Europe Health Care Sector UCITS ETF
593392;DE0005933923;EXS3.DE;ETF;MDAX EX.;iShares MDAX UCITS ETF (DE)
A12ATD;IE00BP3QZJ36;IS3U.DE;ETF;MSCI FRANCE UCITS ETF.;iShares MSCI France UCITS ETF EUR (Acc)
A12ATF;IE00BP3QZ825;IS3R.DE;ETF;MSCI WORLD MOMENTUM.;iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc)
A12ATE;IE00BP3QZ601;IS3Q.DE;ETF;MSCI WORLD QUALITY.;iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc)
A12ATH;IE00BP3QZD73;IS3T.DE;ETF;MSCI WORLD SIZE.;iShares Edge MSCI World Size Factor UCITS ETF USD (Acc)
A12ATG;IE00BP3QZB59;IS3S.DE;ETF;MSCI WORLD VALUE.;iShares Edge MSCI World Value Factor UCITS ETF USD (Acc)
593397;DE0005933972;EXS2.DE;ETF;TECDAX EX.;iShares TecDAX UCITS ETF (DE)
A12Z32;DE000A12Z322;5CH6.DE;ETF;ETFS 5X SHORT USD.;WisdomTree Short USD Long EUR 5x Daily
A1RX99;DE000A1RX996;GBSE.DE;ETF;EUR DAILY HEDGED.;WisdomTree Physical Gold - EUR Daily Hedged
A2ANVN;LU1440654330;ICW5.DE;ETF;ICBCCS WISDOMTREE S&P.;"ICBC Credit Suisse WisdomTree S&amp;P China 500 UCITS ETF Class B USD Inc"
A2QGAH;IE00BLPK3577;W1TB.DE;ETF;WI.IC.CYBER.E. DLA.;WisdomTree Cybersecurity UCITS ETF USD Acc
A2AG1G;IE00BZ56TQ67;WTIM.DE;ETF;WISDOMTR.EO.QUAL.DV..;WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc
A2AGPV;IE00BZ56RG20;WTDM.DE;ETF;WISDOMTR.US QU.DV.GR..;WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc
A2N7KX;IE00BDVPNG13;WTI2.DE;ETF;WISDOMTREE ART. INT..;WisdomTree Artificial Intelligence UCITS ETF - USD Acc
A2JKH4;IE00BZ0XVF52;WTDI.DE;ETF;WISDOMTREE AT1 COCO.;WisdomTree AT1 CoCo Bond UCITS ETF - USD
A2PQVE;IE00BJGWQN72;WTEJ.DE;ETF;WISDOMTREE CLOUD.;WisdomTree Cloud Computing UCITS ETF - USD Acc
A2ARXB;IE00BDF12W49;WTD8.DE;ETF;WISDOMTREE E.M.EQ.INC..;WisdomTree Emerging Markets Equity Income UCITS ETF - Acc
A12HUR;IE00BQQ3Q067;WTEI.DE;ETF;WISDOMTREE E.M.EQ.INC..;WisdomTree Emerging Markets Equity Income UCITS ETF
A2AE1P;IE00BYMLZY74;WTIC.DE;ETF;WISDOMTREE ENH.COM.U..;WisdomTree Enhanced Commodity UCITS ETF - USD Acc
A2JKH7;IE00BD49RB39;WTDQ.DE;ETF;WISDOMTREE EO A.BD E..;WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR Acc
A2JKH6;IE00BD49R912;WTDP.DE;ETF;WISDOMTREE EO AG.BD E..;WisdomTree EUR Aggregate Bond Enhanced Yield UCITS ETF - EUR
A2JKH8;IE00BD49RJ15;WTDR.DE;ETF;WISDOMTREE EO GOV.BD.;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR
A2JKH9;IE00BD49RK20;WTDS.DE;ETF;WISDOMTREE EO GOV.BD.;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF - EUR Acc
A12HUT;IE00BQZJBX31;WTEE.DE;ETF;WISDOMTREE EUR.EQ.INC..;WisdomTree Europe Equity Income UCITS ETF
A14SCC;IE00BVXBH163;WTDH.DE;ETF;WISDOMTREE EUR.EQ.U.E..;WisdomTree Europe Equity UCITS ETF - USD Hedged
A2ARXA;IE00BDF16114;WTD7.DE;ETF;WISDOMTREE EUR.SC.DIV..;WisdomTree Europe SmallCap Dividend UCITS ETF - Acc
A1403E;IE00BYQCZN58;WTIZ.DE;ETF;WISDOMTREE JAP.E.U.E..;WisdomTree Japan Equity UCITS ETF - JPY Acc
A1403D;IE00BYQCZJ13;WTIF.DE;ETF;WISDOMTREE JAP.E.U.E..;WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
A14SCB;IE00BVXC4854;WTDX.DE;ETF;WISDOMTREE JAP.EQ.U.E..;WisdomTree Japan Equity UCITS ETF - USD Hedged
A12HUV;IE00BQZJBQ63;WTEU.DE;ETF;WISDOMTREE US EQ.INC..;WisdomTree US Equity Income UCITS ETF
A2ARXC;IE00BD6RZT93;WTD9.DE;ETF;WISDOMTREE US EQ.INC..;WisdomTree US Equity Income UCITS ETF - Acc
A2AS6C;IE00BD6RZW23;WTDY.DE;ETF;WISDOMTREE US EQ.INC..;WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc
A3GL7G;IE00BLRPRH06;VIXL.DE;ETF;WITR MU.AS.I.VIX ETP.;"WisdomTree S&amp;P 500 VIX Short-Term Futures 2.25x Daily Leveraged"
A2PUJK;IE00BKLF1R75;W1TA.DE;ETF;WSDMTR.BATT.SOL.ETF.;WisdomTree Battery Solutions UCITS ETF - USD Acc
