WKN;ISIN;TICKER;TYP;NAME;TRUENAMES
LYX04C;LU2082996112;INDA.DE;ETF;LIF-600 BANKS EOD.;MULTI-UNITS LUXEMBOURG - Lyxor STOXX Europe 600 Banks UCITS ETF 2
LYX01X;LU1834983550;LBRE.DE;ETF;LIF-600 BAS.RE. EOA.;Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF Acc
LYX04D;LU2082996385;E6BR.DE;ETF;LIF-600 BAS.RE. EOD;Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF Dis
LYX01Y;LU1834983634;LCHM.DE;ETF;LIF-600 CHEMIC. EOA;Lyxor Index Fund - Lyxor STOXX Europe 600 Chemicals UCITS ETF Acc
LYX04E;LU2082996542;LYX4.DE;ETF;LIF-600 CHEMIC. EOD;Lyxor Index Fund - Lyxor STOXX Europe 600 Chemicals UCITS ETF Dis
LYX01Z;LU1834983808;LCST.DE;ETF;LIF-600 CO.+MA. EOA;"Lyxor Index Fund - Lyxor STOXX Europe 600 Construction &amp; Materials UCITS ETF Acc"
LYX04F;LU2082996898;CSTD.DE;ETF;LIF-600 CO.+MA. EOD;"Lyxor Index Fund - Lyxor STOXX Europe 600 Construction &amp; Materials UCITS ETF Inc"
LYX02J;LU1834985845;LFOD.DE;ETF;LIF-600 F.+BEV. EOA;"Lyxor Index Fund - Lyxor Stoxx Europe 600 Food &amp; Beverage UCITS ETF Acc"
LYX04H;LU2082997359;DFOP.DE;ETF;LIF-600 F.+BEV. EOD;"Lyxor STOXX Europe 600 Food &amp; Beverage UCITS ETF Dis"
LYX02H;LU1834984798;LFIN.DE;ETF;LIF-600 FI.SER. EOA;Lyxor Index Fund - Lyxor STOXX Europe 600 Financial Services UCITS ETF Acc
LYX04G;LU2082997193;6FIN.DE;ETF;LIF-600 FI.SER. EOD;MULTI-UNITS LUXEMBOURG - Lyxor STOXX Europe 600 Financial Services UCITS ETF 2
LYX02K;LU1834986900;LHTC.DE;ETF;LIF-600 HEALTH. EOA;Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF Acc
LYX04J;LU2082997516;EHLT.DE;ETF;LIF-600 HEALTH. EOD;Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF Dis
LYX02L;LU1834987890;LIGS.DE;ETF;LIF-600 IN.G.+S EOA;"Lyxor Index Fund - Lyxor STOXX Europe 600 Industrial Goods &amp; Services UCITS ETF Acc"
LYX04K;LU2082997789;INDU.DE;ETF;LIF-600 IN.G.+S EOD;"Lyxor STOXX Europe 600 Industrial Goods &amp; Services UCITS ETF Dis"
LYX02M;LU1834987973;LIRU.DE;ETF;LIF-600 INSURA. EOA;Lyxor Index Fund - Lyxor STOXX Europe 600 Insurance UCITS ETF Acc
LYX04L;LU2082997946;EGV1.DE;ETF;LIF-600 INSURA. EOD;Lyxor STOXX Europe 600 Insurance UCITS ETF Dis
LYX02N;LU1834988195;LMDA.DE;ETF;LIF-600 MEDIA EOA;Lyxor Index Fund - Lyxor STOXX Europe 600 Media UCITS ETF Acc
LYX039;LU2082995734;C071.DE;ETF;LIF-600 MEDIA EOD;Lyxor Index Fund - Lyxor STOXX Europe 600 Media UCITS ETF Inc
LYX02P;LU1834988278;LOGS.DE;ETF;LIF-600 OIL+G. EOA;"Lyxor Index Fund - Lyxor Stoxx Europe 600 Oil &amp; Gas UCITS ETF Acc"
LYX04M;LU2082998167;OIGS.DE;ETF;LIF-600 OIL+G. EOD;"Lyxor Index Fund - Lyxor Stoxx Europe 600 Oil &amp; Gas UCITS ETF Dis"
LYX02Q;LU1834988351;LPHG.DE;ETF;LIF-600 PER.+H. EOA;"Lyxor Index Fund - Lyxor STOXX Europe 600 Personal &amp; Household Goods UCITS ETF Acc"
LYX04N;LU2082998324;MTDA.DE;ETF;LIF-600 PER.+H. EOD;"Lyxor STOXX Europe 600 Personal &amp; Household Goods UCITS ETF Dis"
LYX02R;LU1834988435;LRET.DE;ETF;LIF-600 RETAIL EOA;Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF Acc
LYX04P;LU2082998670;JNHA.DE;ETF;LIF-600 RETAIL EOD;Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF 2
LYX02S;LU1834988518;LTUG.DE;ETF;LIF-600 TECHN. EOA;Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF Acc
LYX04Q;LU2082998837;CSTA.DE;ETF;LIF-600 TECHN. EOD;Lyxor STOXX Europe 600 Technology UCITS ETF Dis
LYX02T;LU1834988609;LTCM.DE;ETF;LIF-600 TELEC. EOA;Lyxor Index Fund - Lyxor Stoxx Europe 600 Telecommunications UCITS ETF Acc
LYX04R;LU2082999058;INDB.DE;ETF;LIF-600 TELEC. EOD;MULTI-UNITS LUXEMBOURG - Lyxor STOXX Europe 600 Telecommunications UCITS ETF 2
LYX02U;LU1834988781;LTVL.DE;ETF;LIF-600 TR.+LEI EOA;"Lyxor Index Fund - Lyxor STOXX Europe 600 Travel &amp; Leisure UCITS ETF Acc"
LYX04S;LU2082999132;6TVL.DE;ETF;LIF-600 TR.+LEI EOD;"Lyxor Index Fund - Lyxor STOXX Europe 600 Travel &amp; Leisure UCITS ETF 2"
LYX02V;LU1834988864;LUTI.DE;ETF;LIF-600 UTILIT. EOA;Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF Acc
LYX04T;LU2082999215;LUTL.DE;ETF;LIF-600 UTILIT. EOD;Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF Dis
LYX049;LU0908501488;MTDB.DE;ETF;LIF-COR.E.ST50 EOD;Lyxor Core Euro Stoxx 50 (DR) ETF Dist
LYX0ZH;LU2023678878;EBUY.DE;ETF;LIF-DIG.EC.ETF DLA;Lyxor Index Fund - Lyxor MSCI Digital Economy ESG Filtered (DR) UCITS ETF Acc
LYX0ZG;LU2023678282;DRUP.DE;ETF;LIF-DIS.TEC.ETF DLA;Lyxor Index Fund - Lyxor MSCI Disruptive Technology ESG Filtered (DR) UCITS ETF Acc
LYX048;LU1686832277;DFOB.DE;ETF;LIF-EO.GO.BD 25 EOD;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 25+Y (DR) UCITS ETF 2
LYX0ZJ;LU2023679090;ELCR.DE;ETF;LIF-FUT.MOB.ETF DLA;Lyxor Index Fund - Lyxor MSCI Future Mobility ESG Filtered (DR) UCITS ETF Acc
LYX0Y0;LU1812091194;LEEU.DE;ETF;LIF-L.F.E/N D.E EOD.;Lyxor Index Fund - Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist
LYX0Y2;LU1832418773;LMWE.DE;ETF;LIF-L.F.E/N G.D EOD.;Lyxor FTSE Epra/Nareit Global Developed UCITS ETF D EUR Inc
LYX0Y5;LU1686830909;LYQS.DE;ETF;LIF-L.I.USL.E.S DLD.;Lyxor iBoxx $ Liquid Emerging Markets Sovereign UCITS ETF - Dist
LYX0ZL;LU2023678449;GENY.DE;ETF;LIF-MILLEN.ETF DLA.;Lyxor Index Fund - Lyxor MSCI Millennials ESG Filtered (DR) UCITS ETF Acc
LYX0ZK;LU2023679256;IQCY.DE;ETF;LIF-SM.CIT.ETF DLA.;Lyxor Index Fund - Lyxor MSCI Smart Cities ESG Filtered (DR) UCITS ETF Acc
LYX047;LU2082999306;EGV2.DE;ETF;LIF-SM.OV.RE EOD.;MULTI-UNITS LUXEMBOURG - Lyxor Smart Overnight Return
LYX0YA;LU1781541096;LCUK.DE;ETF;LX.IF-L.CO.MORN.UK NT.;Lyxor Core Morningstar UK NT (DR) UCITS ETF
ETF907;DE000ETF9074;E907.DE;ETF;LY.1-LYXOR 1 MDAX U.ETF.;Lyxor 1 MDAX UCITS ETF
ETF905;DE000ETF9058;E905.DE;ETF;LY.1-LYXOR 1 SDAX U.ETF.;Lyxor 1 SDAX UCITS ETF
ETF908;DE000ETF9082;E908.DE;ETF;LY.1-LYXOR 1 TECDAX U.E..;Lyxor 1 TecDAX UCITS ETF
LYX0YX;LU1812090543;LYQY.DE;ETF;LY.I.-ESG EO HI.YI.UE EOD.;Lyxor Index Fund - Lyxor ESG Euro High Yield (DR) UCITS ETF
LYX0Q0;LU0908500753;LYP6.DE;ETF;LY.I.-L.CO.ST.EO 600(DR)A.;Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc
ETF562;LU0530119774;5X62.DE;ETF;LYX BUND FU -1X INV ETF.;Lyxor Bund Future Daily (-1x) Inverse UCITS ETF
ETF563;LU0530124006;5X63.DE;ETF;LYX BUND FU -2X INV ETF.;Lyxor Bund Future Daily (-2x) Inverse UCITS ETF
ETF099;LU1275255799;C099.DE;ETF;LYX COMM X AGR HEDG.;Lyxor Bloomberg Equal-weight Commodity ex-Agriculture EUR hedged UCITS ETF
LYX0B6;FR0010510800;L8I3.DE;ETF;LYX ETF EUR CASH.;Lyxor Euro Overnight Return UCITS ETF Acc
LYX0BX;FR0010429068;LYM7.DE;ETF;LYX ETF MSCI EM.;Lyxor MSCI Emerging Markets UCITS ETF Acc EUR
LYX0BZ;FR0010468983;LYMZ.DE;ETF;LYX ETF STOXX 50.;Lyxor Euro Stoxx 50 Daily (2x) Leveraged UCITS ETF Acc
ETF053;LU0392496930;C053.DE;ETF;LYX EU ST50.2X LEV ETF I;Lyxor EURO STOXX 50 Daily (2x) Leverage (LUX) UCITS ETF
LYX0U6;LU1390062245;EUIN.DE;ETF;LYX EUR 2-10Y INFL.;Lyxor US$ 10Y Inflation Expectations UCITS ETF - C-USD
ETF051;LU0378434236;C051.DE;ETF;LYX EURO ST DIV 30 ETF I.;Lyxor EURO STOXX Select Dividend 30 UCITS ETF
ETF126;LU0392496344;X026.DE;ETF;LYX EUROPE SMALLCAP.;Lyxor MSCI Europe Small Cap UCITS ETF
ETF024;LU0947415054;C024.DE;ETF;LYX FTSE CHINA A50 ETF I.;Lyxor FTSE China A50 UCITS ETF
ETF500;LU0444605645;X500.DE;ETF;LYX LIQUID SOVE ALL ETF.;"Lyxor iBoxx &#226;&#130;&#172; Liquid Sovereigns Diversified Overall UCITS ETF"
ETF127;LU0635178014;E127.DE;ETF;LYX MSCI EM MKT ETF DIS.;Lyxor MSCI Emerging Markets (LUX) UCITS ETF I D
ETF004;LU0603940916;C004.DE;ETF;LYX SHORTDAX -1XINV.;Lyxor ShortDAX Daily (-1x) Inverse UCITS ETF
ETF044;LU1104582231;E044.DE;ETF;LYX SHORTMDAX -1X ETF I.;Lyxor ShortMDAX Daily (-1x) Inverse UCITS ETF
ETF060;LU0378434582;C060.DE;ETF;LYX STOXX EU 600 ETF I.;Lyxor STOXX Europe 600 UCITS ETF
LYX0U5;LU1390062831;UINF.DE;ETF;LYX USD 10Y INFL;Lyxor EUR 2-10Y Inflation Expectations UCITS ETF - C-EUR
LYX0SL;FR0011720911;CNAA.DE;ETF;LYX.HW.WP MSCI CH.A;Lyxor Hwabao WP MSCI China A (DR) UCITS ETF Acc
LYX0V1;LU1435356149;LYX8.DE;ETF;LYX.I-BOAML DL HY BD D;Lyxor Index Fund - Lyxor USD High Yield UCITS ETF - D-USD
LYX0ZN;LU1838002480;ROAI.DE;ETF;LYX.IF-ROB.AI DLA;"Lyxor Index Fund - Lyxor Robotics &amp; AI UCITS ETF"
A0LC12;FR0010342592;L8I7.DE;ETF;LYX.PEA NASD.100 D.;Lyxor Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc
LYX0EZ;FR0013346681;LYY2.DE;ETF;LYX.PEA OB.ET.EO ETF;Lyxor UCITS ETF MSCI EMU Value
LYX006;FR0011871136;LYY1.DE;ETF;LYX.PEA S+P 500 ETF;Lyxor UCITS ETF MSCI EMU Small Cap
ETF909;DE000ETF9090;E909.DE;ETF;LYXOR 1-LY.1 DAX 50 ESG;Lyxor 1 DAX 50 ESG UCITS ETF I
ETF090;LU0419741177;C090.DE;ETF;LYXOR COMMO EX AGRI;Lyxor Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF
ETF001;LU0378438732;C001.DE;ETF;LYXOR CORE DAX U. ETF I;Lyxor Core DAX (DR) UCITS ETF
ETF003;LU0603933895;C003.DE;ETF;LYXOR DIVDAX ETF UCITS;Lyxor DivDAX (DR) UCITS ETF
ETF030;LU0392496427;C030.DE;ETF;LYXOR DJ SWISS TIT ETF I;Lyxor DJ Switzerland Titans 30 (DR) UCITS ETF
A0MNT7;FR0010424143;LSK8.DE;ETF;LYXOR ETF 2X SHORT;Lyxor Euro Stoxx 50 Daily (-2x) Inverse UCITS ETF Acc
A0MNT8;FR0010424135;LSK7.DE;ETF;LYXOR ETF BEAR EURO;Lyxor Euro Stoxx 50 Daily (-1x) Inverse UCITS ETF Acc
LYX0FW;FR0010869578;LYQK.DE;ETF;LYXOR ETF DAILY DOUBLE;Lyxor Bund Daily (-2x) Inverse UCITS ETF Acc
LYX0FV;FR0010869495;LYQL.DE;ETF;LYXOR ETF DAILY SHORT;Lyxor Daily ShortDAX x2 UCITS ETF Acc
LYX0AC;LU0252633754;LYY7.DE;ETF;LYXOR ETF DAX;MULTI-UNITS LUXEMBOURG - Lyxor DAX (DR) UCITS ETF - Acc
798328;FR0007054358;LYSX.DE;ETF;LYXOR ETF DJ EURO;Lyxor Euro Stoxx 50 (DR) UCITS ETF Acc
541779;FR0007056841;DJAM.DE;ETF;LYXOR ETF DOW JONES IA;Lyxor Dow Jones Industrial Average UCITS ETF Dist
LYX0VF;LU1287023268;LYXF.DE;ETF;LYXOR ETF EUROMTS;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 15+Y (DR) UCITS ETF - Acc
LYX0VG;LU1287023003;LYXC.DE;ETF;LYXOR ETF EUROMTS 5-7Y;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF - Acc
LYX0VH;LU1287023185;LYXD.DE;ETF;LYXOR ETF EUROMTS 7-;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc
LYX0VE;LU1287023342;LYXA.DE;ETF;LYXOR ETF EUROMTS AAA;MULTI-UNITS LUXEMBOURG - Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond (DR) UCITS ETF - Acc
A0ESMK;FR0010245514;LYY4.DE;ETF;LYXOR ETF JAPAN (TOPIX);Lyxor Japan (Topix) (DR) UCITS ETF Dist EUR
LYX0AD;LU0252634307;LYY8.DE;ETF;LYXOR ETF LEVDAX;MULTI-UNITS LUXEMBOURG - Lyxor Daily LevDAX UCITS ETF - Acc
LYX0W2;LU1598688189;LGWT.DE;ETF;LYXOR ETF MSCI EMU;Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF Dist
LYX0W3;LU1598689153;LGWU.DE;ETF;LYXOR ETF MSCI EMU;Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist
A0JDGC;FR0010261198;LYY5.DE;ETF;LYXOR ETF MSCI EUROPE;Lyxor MSCI Europe (DR) UCITS ETF Acc
LYX0BF;FR0010405431;LYMH.DE;ETF;LYXOR ETF MSCI GREECE;Lyxor MSCI Greece UCITS ETF Dist
A0JMFG;FR0010296061;LYYB.DE;ETF;LYXOR ETF MSCI USA;Lyxor MSCI USA UCITS ETF Dist
LYX0AG;FR0010315770;LYYA.DE;ETF;LYXOR ETF MSCI WORLD;Lyxor MSCI World UCITS ETF Dist
LYX0CB;FR0010524777;LYM9.DE;ETF;LYXOR ETF NEW ENERGY;Lyxor New Energy (DR) UCITS ETF Dist
LYX0FS;LU0496786574;LYPS.DE;ETF;LYXOR ETF S&P 500;"Lyxor S&amp;P 500 UCITS ETF - D-EUR"
LYX0PM;LU0832435464;VOOL.DE;ETF;LYXOR ETF S&P 500 VIX;"Lyxor S&amp;P 500 VIX Futures Enhanced Roll UCITS ETF - C-EUR"
LYX0FU;LU0496786905;LYPU.DE;ETF;LYXOR ETF S&P ASX 200;"Lyxor Australia (S&amp;P/ASX 200) UCITS ETF - D-EUR"
LYX0PP;LU0832436512;LGQI.DE;ETF;LYXOR ETF SG GLOBAL;Lyxor SG Global Quality Income NTR UCITS ETF - D-EUR
LYX0RE;LU0959211243;LYP2.DE;ETF;LYXOR ETF SP5 DH;"Lyxor S&amp;P 500 UCITS ETF - Daily Hedged D-EUR"
ETF006;LU0650624025;C006.DE;ETF;LYXOR FAZ 100 INDEX ETF;Lyxor F.A.Z. 100 Index (DR) UCITS ETF
ETF091;LU0488317701;CD91.DE;ETF;LYXOR GOLD BUGS ETF I;Lyxor NYSE Arca Gold BUGS (DR) UCITS ETF
LYX0Q1;LU0908501058;LGQG.DE;ETF;LYXOR I.-C.EOS.300(DR);Lyxor EURO STOXX 300 (DR) - UCITS ETF C-EUR
LYX0Q2;LU0908501215;MSED.DE;ETF;LYXOR I.-CO.EO ST.50(DR);Lyxor Index Fund - Lyxor Core Euro Stoxx 50 (DR) UCITS ETF Acc
LYX0WH;LU1574142243;STXH.DE;ETF;LYXOR INDEX-L.STOXX EU.;Lyxor Index Fund - Lyxor Core STOXX Europe 600 (DR) UCITS ETF Monthly Hedged to EUR - Dist
LYX0BA;FR0010361683;LYMD.DE;ETF;LYXOR INDIA;Lyxor MSCI India UCITS ETF Acc EUR
LYX0NY;FR0011475078;JPNH.DE;ETF;Lyxor Japan (TOPIX) Dly;Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist
LYX0R1;FR0011857234;MD4X.DE;ETF;LYXOR MDAX;Lyxor German Mid-Cap MDAX UCITS ETF Dist
ETF007;LU1033693638;C007.DE;ETF;LYXOR MDAX UCITS ETF I;Lyxor MDAX (DR) UCITS ETF
LYX0W4;LU1598690169;LGWS.DE;ETF;LYXOR MSCI EMU VALUE;Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist
LYX0TS;LU1220245556;LGQK.DE;ETF;LYXOR MSCI PAC X J;Lyxor MSCI Pacific Ex Japan UCITS ETF - D-USD
ETF120;LU0392495700;X020.DE;ETF;LYXOR MSCI USA ETF I;Lyxor MSCI USA (LUX) UCITS ETF
LYX0GH;LU0533032008;LYPA.DE;ETF;LYXOR MSCI WORLD;Lyxor MSCI World Consumer Discretionary TR UCITS ETF - C-EUR
LYX0GJ;LU0533032263;LYPB.DE;ETF;LYXOR MSCI WORLD;Lyxor MSCI World Consumer Staples TR UCITS ETF - C-EUR
LYX0GK;LU0533032420;LYPC.DE;ETF;LYXOR MSCI WORLD;Lyxor MSCI World Energy TR UCITS ETF - C-EUR
ETF110;LU0392494562;X010.DE;ETF;LYXOR MSCI WORLD ETF I.;Lyxor MSCI World (LUX) UCITS ETF
LYX0GL;LU0533032859;LYPD.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Financials TR UCITS ETF - C-EUR
LYX0GM;LU0533033238;LYPE.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Health Care TR UCITS ETF - C-EUR
LYX0GN;LU0533033402;LYPF.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Industrials TR UCITS ETF - C-EUR
LYX0GP;LU0533033667;LYPG.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Information Technology TR UCITS ETF - C-EUR
LYX0GQ;LU0533033824;LYPH.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Materials TR UCITS ETF - C-EUR
LYX0GR;LU0533034129;LYPI.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Telecommunication Services TR UCITS ETF - C-EUR
LYX0GS;LU0533034558;LYPQ.DE;ETF;LYXOR MSCI WORLD.;Lyxor MSCI World Utilities TR UCITS ETF - C-EUR
ETF020;LU0378453376;C020.DE;ETF;LYXOR NIKKEI 225 ETF I.;Lyxor Nikkei 225 UCITS ETF
ETF113;LU0392494992;X013.DE;ETF;LYXOR NORTH AMERICA.;Lyxor MSCI North America UCITS ETF
LYX0V7;LU1287022708;LGQM.DE;ETF;LYXOR PAN AFRICA.;MULTI-UNITS LUXEMBOURG - Lyxor Pan Africa UCITS ETF - Acc
ETF047;LU0444605215;CD47.DE;ETF;LYXOR PSI 20 (DR) ETF I.;Lyxor PSI 20 (DR) UCITS ETF
ETF048;LU0444605306;CD48.DE;ETF;LYXOR PSI 20 2X LEV ETF I.;Lyxor PSI 20 Daily (2x) Leverage UCITS ETF
ETF122;LU0392495965;X022.DE;ETF;LYXOR S+P MIDCAP ETF I.;"Lyxor S&amp;P MidCap 400 UCITS ETF"
ETF123;LU0392496005;X023.DE;ETF;LYXOR S+P SMALLCAP ETF.;"Lyxor S&amp;P SmallCap 600 UCITS ETF"
ETF129;LU0860821874;E129.DE;ETF;LYXOR S+P SMIT 40 ETF I.;"Lyxor S&amp;P SMIT 40 Index UCITS ETF"
ETF005;LU0603942888;C005.DE;ETF;LYXOR SDAX UCITS ETF I.;Lyxor SDAX (DR) UCITS ETF
ETF029;LU0603946798;C029.DE;ETF;LYXOR SPI TR UCITS ETF I.;Lyxor SPI UCITS ETF
LYX0VY;LU1452600270;TIUP.DE;ETF;LYXOR US TIPS DR UCITS.;Lyxor US TIPS (DR) UCITS ETF - D-USD
LYX007;LU1879532940;UINE.DE;ETF;M-LY.IN.DL10Y I.EX.UE.;MULTI-UNITS LUXEMBOURG - Lyxor Inverse US$ 10Y Inflation Expectations UCITS ETF - Acc-USD
LYX008;LU1900069300;EUII.DE;ETF;M.-L.I.E.2-10Y I.E.UE AEO.;MULTI-UNITS LUXEMBOURG - Lyxor Inverse EUR 2-10Y Inflation Expectations UCITS ETF - Acc-EUR
LYX014;LU1900068161;LASI.DE;ETF;MUL-L.AS.E.JAP. EOA.;Lyxor MSCI AC Asia Ex Japan UCITS ETF - Acc-EUR
LYX015;LU1900068328;LASP.DE;ETF;MUL-L.AS.P.E.J. EOA.;Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc-EUR
LYX0Z1;LU1829218582;LCTR.DE;ETF;MUL-L.C.R.C.C.C.EX-E.TR.;Lyxor Commodities Refinitiv/CoreCommodity CRB Ex-Energy TR UCITS ETF - Acc-EUR
LYX0Z2;LU1829218749;LYTR.DE;ETF;MUL-L.C.T.R./C.C.EE ACC.;Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR
LYX011;LU1900068914;LCHI.DE;ETF;MUL-L.CHIN.ENT. EOA.;Lyxor China Enterprise (HSCEI) UCITS ETF - Acc-EUR
LYX0XB;LU1646360971;LMVF.DE;ETF;MUL-L.CORE MSCI EMU;Lyxor MSCI EMU (DR) UCITS ETF - D-EUR
LYX02C;LU1900066462;LEER.DE;ETF;MUL-L.EA.E.E.R. EOA;Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc
LYX02D;LU1900066629;LLAM.DE;ETF;MUL-L.EM LA.AM. EOA;Lyxor MSCI EM Latin America UCITS ETF Acc
LYX0Z3;LU1829218822;LYBF.DE;ETF;MUL-L.EO C.BD EX FI.U.;Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF P Acc
LYX00K;LU2018760012;FLTE.DE;ETF;MUL-L.EO C.F.2 EOA;Lyxor EUR Curve Flattening 2-10 UCITS ETF Acc
LYX00J;LU2018760954;ESTP.DE;ETF;MUL-L.EO C.S.2 EOA;Lyxor EUR Curve Steepening 2-10 UCITS ETF Acc
LYX04Z;LU1650488817;EGV5.DE;ETF;MUL-L.EO GO EOD;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF 2
LYX042;LU1650491795;E15H.DE;ETF;MUL-L.EO GOV EOD;Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF 2
LYX0Z5;LU1829219390;LYBK.DE;ETF;MUL-L.EO STOX.B.DR UC.;Lyxor EURO STOXX Banks UCITS ETF P Acc
LYX0XF;LU1650489385;LYQ6.DE;ETF;MUL-L.EUROM.10-15YI.G.;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF - Acc
LYX013;LU1900067940;LHKG.DE;ETF;MUL-L.HONG KONG EOD;Lyxor Hong Kong (HSI) UCITS ETF - Dist-EUR
LYX0Z9;LU1407890620;DJAD.DE;ETF;MUL-L.IBOX.USD T.;Lyxor US Treasury 10+Y (DR) UCITS ETF Dist
LYX02B;LU1900066207;LBRA.DE;ETF;MUL-L.M.BRAZIL EOA;Lyxor MSCI Brazil UCITS ETF Acc
LYX019;LU1900065811;LYXI.DE;ETF;MUL-L.M.INDON. EOA;Lyxor MSCI Indonesia UCITS ETF Acc
LYX018;LU1900066033;LTWN.DE;ETF;MUL-L.M.TAIWAN EOA;Lyxor MSCI Taiwan UCITS ETF - Acc-EUR
LYX02G;LU1900067437;LYXT.DE;ETF;MUL-L.M.THAIL. EOA;Lyxor MSCI Thailand UCITS ETF Acc
LYX02F;LU1900067601;LTUR.DE;ETF;MUL-L.M.TURKEY EOA;Lyxor MSCI Turkey UCITS ETF Acc
LYX99G;LU2009202107;EMXC.DE;ETF;MUL-L.MSCI E.MK.EX C.DL;Lyxor MSCI Emerging Markets Ex China UCITS ETF Acc
LYX016;LU1900066975;LKOR.DE;ETF;MUL-L.O.M.KOREA EOA;Lyxor MSCI Korea UCITS ETF - Acc-EUR
LYX017;LU1901001542;LMLS.DE;ETF;MUL-L.O.MALAYS. EOA;Lyxor MSCI Malaysia UCITS ETF Acc
LYX05H;LU2195226068;ZPAB.DE;ETF;MUL-L.S+PEUPACE EOA;"Lyxor S&amp;P Eurozone Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc"
LYX05K;LU2198884491;EABE.DE;ETF;MUL-L.S.E.PAC EOA;"Lyxor S&amp;P Europe Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc"
LYX05L;LU2198882362;EABG.DE;ETF;MUL-L.S.G.D.PAC DLA;"Lyxor S&amp;P Global Developed Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc"
LYX02E;LU1900067270;LSAF.DE;ETF;MUL-L.SOU.AFR. EOA;Lyxor MSCI South Africa UCITS ETF Acc
LYX05J;LU2198883410;ZPA5.DE;ETF;MUL-LS+P500PACE DLA;"Lyxor S&amp;P 500 Paris-Aligned Climate (EU PAB) (DR) UCITS ETF - Acc"
LYX04W;LU1650489898;NADB.DE;ETF;MUL-LX.EO GOV.BD 10-;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF
LYX04X;LU1650487926;EGV3.DE;ETF;MUL-LX.EO GOV.BD1-3Y;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF 2
LYX04Y;LU2090062782;E15G.DE;ETF;MUL-LX.EO GOV.BD15+Y;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 15+Y (DR) UCITS ETF 2
LYX040;LU2090062865;EGV7.DE;ETF;MUL-LX.EO GOV.BD5-7Y;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 5-7Y (DR) UCITS ETF 2
LYX041;LU2090062949;MTDD.DE;ETF;MUL-LX.EO GOV.BD7-10Y;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF 2
LYX0XH;LU1650487413;LYQ2.DE;ETF;MUL-LX.EUROM.1-3Y I.G. A;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF - Acc
LYX0XJ;LU1650488494;LYQ3.DE;ETF;MUL-LX.EUROM.3-5Y I.G. A;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 3-5Y (DR) UCITS ETF - Acc
