;TICKER;TRUENAMES;industry;sector
719;IUSK.DE;iShares MSCI Europe SRI UCITS ETF EUR (Acc);ETF;sector
704;IUSM.DE;iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist);ETF;sector
x
736;IUSS.DE;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc);ETF;sector
660;IUST.DE;iShares II Public Limited Company - iShares $ TIPS UCITS ETF;ETF;sector
545;IUSU.DE;iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF;ETF;sector
741;IUSV.DE;iShares $ Treasury Bond 20+yr UCITS ETF EUR Hedged (Dist);ETF;sector
737;IUSW.DE;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist);ETF;sector
615;IUSZ.DE;iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF;ETF;sector
724;IWLE.DE;iShares III Public Limited Company - iShares Core MSCI World UCITS ETF;ETF;sector
210;J1GR.DE;Amundi ETF MSCI JAPAN UCITS ETF DR;ETF;sector
266;JARH.DE;Amundi Index Solutions - Amundi Index MSCI Japan SRI UCITS ETF DR Hedged (C);ETF;sector
267;JARI.DE;Amundi Index Solutions - Amundi Index MSCI Japan SRI UCITS ETF DR (C);ETF;sector
356;JNHA.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF 2;ETF;sector
497;JNHD.DE;MULTI-UNITS LUXEMBOURG - Lyxor Core MSCI Japan (DR) UCITS ETF - Daily Hedged to EUR - Dist;ETF;sector
241;JP40.DE;Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR;ETF;sector
242;JP4H.DE;Amundi Index Solutions - Amundi JPX-Nikkei 400;ETF;sector
495;JPNE.DE;Lyxor JPX-Nikkei 400 (DR) UCITS ETF - Daily Hedged D-EUR;ETF;sector
433;JPNH.DE;Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist;ETF;sector
516;KLMH.DE;Multi Units Luxembourg - Lyxor Green Bond (DR) UCITS ETF;ETF;sector
517;KLMT.DE;Lyxor Green Bond (DR) UCITS ETF - C-EUR;ETF;sector
205;KX1G.DE;Amundi Index Solutions - Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF-C;ETF;sector
740;L0CK.DE;iShares Digital Security UCITS ETF USD Acc;ETF;sector
505;L4K3.DE;Lyxor MSCI China UCITS ETF - Acc;ETF;sector
384;L8I3.DE;Lyxor Euro Cash UCITS ETF;ETF;sector
396;L8I7.DE;Lyxor Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc;ETF;sector
459;LASI.DE;Lyxor MSCI AC Asia Ex Japan UCITS ETF - Acc-EUR;ETF;sector
460;LASP.DE;Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc-EUR;ETF;sector
329;LAUT.DE;"Lyxor Index Fund - Lyxor STOXX Europe 600 Automobiles &amp; Parts UCITS ETF Acc";ETF;sector
331;LBNK.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc;ETF;sector
474;LBRA.DE;Lyxor MSCI Brazil UCITS ETF Acc;ETF;sector
333;LBRE.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Basic Resources UCITS ETF;ETF;sector
463;LCHI.DE;Lyxor China Enterprise (HSCEI) UCITS ETF - Acc-EUR;ETF;sector
335;LCHM.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Chemicals UCITS ETF Acc;ETF;sector
337;LCST.DE;"Lyxor Index Fund - Lyxor STOXX Europe 600 Construction &amp; Materials UCITS ETF Acc";ETF;sector
461;LCTR.DE;Lyxor Commodities Refinitiv/CoreCommodity CRB Ex-Energy TR UCITS ETF - Acc-EUR;ETF;sector
376;LCUK.DE;Multi Units Luxembourg - Lyxor Core UK Equity All Cap (DR) UCITS ETF;ETF;sector
496;LCUS.DE;Lyxor Core Morningstar US (DR) UCITS ETF -Dist;ETF;sector
498;LCUW.DE;Lyxor Core MSCI World (DR) UCITS ETF;ETF;sector
328;LCVB.DE;Lyxor Index Fund - Lyxor EuroMTS Covered Bond Aggregate UCITS ETF Acc;ETF;sector
503;LEAD.DE;Multi Units Luxembourg - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF;ETF;sector
465;LEER.DE;Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc;ETF;sector
370;LEEU.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Real Estate UCITS ETF - Dist;ETF;sector

341;LFIN.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Financial Services UCITS ETF Acc;ETF;sector
339;LFOD.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Food & Beverage UCITS ETF;ETF;sector
429;LGQG.DE;Lyxor EURO STOXX 300 (DR) - UCITS ETF C-EUR;ETF;sector
425;LGQI.DE;Multi Units Luxembourg - Lyxor SG Global Quality Income NTR UCITS ETF;ETF;sector
437;LGQK.DE;Lyxor MSCI Pacific Ex Japan UCITS ETF - D-USD;ETF;sector
452;LGQM.DE;MULTI-UNITS LUXEMBOURG - Lyxor Pan Africa UCITS ETF - Acc;ETF;sector
436;LGWS.DE;Lyxor Index Fund - Lyxor MSCI EMU Value (DR) UCITS ETF Dist;ETF;sector
415;LGWT.DE;Lyxor Index Fund - Lyxor MSCI EMU Growth (DR) UCITS ETF;ETF;sector
416;LGWU.DE;Lyxor Index Fund - Lyxor MSCI EMU Small Cap (DR) UCITS ETF Dist;ETF;sector
472;LHKG.DE;Lyxor Hong Kong (HSI) UCITS ETF - Dist-EUR;ETF;sector

479;LKOR.DE;Lyxor MSCI Korea UCITS ETF - Acc-EUR;ETF;sector
466;LLAM.DE;Lyxor MSCI EM Latin America UCITS ETF Acc;ETF;sector
349;LMDA.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Media UCITS ETF;ETF;sector
464;LMVF.DE;Lyxor Core MSCI EMU (DR) UCITS ETF - D-EUR;ETF;sector
371;LMWE.DE;Lyxor FTSE Epra/Nareit Global Developed UCITS ETF D EUR Inc;ETF;sector




477;LTUR.DE;Lyxor MSCI Turkey UCITS ETF Acc;ETF;sector
361;LTVL.DE;"Lyxor Index Fund - Lyxor STOXX Europe 600 Travel &amp; Leisure UCITS ETF Acc";ETF;sector
476;LTWN.DE;Lyxor MSCI Taiwan UCITS ETF - Acc-EUR;ETF;sector
363;LUTI.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF Acc;ETF;sector
364;LUTL.DE;Lyxor Index Fund - Lyxor Stoxx Europe 600 Utilities UCITS ETF Dis;ETF;sector
500;LVDX.DE;MULTI-UNITS LUXEMBOURG - Lyxor Daily LevDAX UCITS ETF - Dis;ETF;sector
208;LWCR.DE;Amundi Index Solutions - Amundi Index MSCI Europe Climate Change;ETF;sector
467;LYBF.DE;Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF P Acc;ETF;sector
470;LYBK.DE;Lyxor EURO STOXX Banks UCITS ETF P Acc;ETF;sector
501;LYEB.DE;Lyxor UCITS ETF Euro Corporate Bond;ETF;sector
421;LYM9.DE;Multi Units France - Lyxor New Energy (DR) UCITS ETF;ETF;sector


512;LYMS.DE;Lyxor Nasdaq-100 Ucits ETF Acc;ETF;sector
385;LYMZ.DE;Lyxor UCITS ETF Euro Stoxx 50 Daily Leverage;ETF;sector
426;LYP2.DE;"Lyxor S&amp;P 500 UCITS ETF - Daily Hedged D-EUR";ETF;sector
381;LYP6.DE;Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc;ETF;sector

422;LYPS.DE;Multi Units Luxembourg - Lyxor S&P 500 UCITS ETF;ETF;sector
424;LYPU.DE;Multi Units Luxembourg - Lyxor Australia (S&P/ASX 200) UCITS ETF;ETF;sector



471;LYQ6.DE;Multi Units Luxembourg - Lyxor EuroMTS 10-15Y Investment Grade (DR) UCITS ETF;ETF;sector
492;LYQ7.DE;Lyxor Core Euro Government Inflation-Linked Bond (DR) UCITS ETF - Acc;ETF;sector
404;LYQK.DE;Multi Units France - Lyxor Bund Daily (-2X) Inverse UCITS ETF;ETF;sector
405;LYQL.DE;LYXOR DAILY SHORTDAX X2 UCITS ETF;ETF;sector
372;LYQS.DE;Lyxor iBoxx $ Liquid Emerging Markets Sovereign UCITS ETF - Dist;ETF;sector
380;LYQY.DE;Lyxor Index Fund - Lyxor ESG Euro High Yield (DR) UCITS ETF;ETF;sector
407;LYSX.DE;Multi Units France - Lyxor Euro Stoxx 50 (DR) UCITS ETF;ETF;sector
462;LYTR.DE;Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR;ETF;sector
336;LYX4.DE;Lyxor Index Fund - Lyxor STOXX Europe 600 Chemicals UCITS ETF Dis;ETF;sector

475;LYXI.DE;Lyxor MSCI Indonesia UCITS ETF Acc;ETF;sector
504;LYY0.DE;Lyxor MSCI All Country World UCITS ETF Acc;ETF;sector
413;LYY4.DE;Multi Units France - Lyxor Japan (Topix) (DR) UCITS ETF;ETF;sector
417;LYY5.DE;Lyxor MSCI Europe (DR) UCITS ETF Acc;ETF;sector
406;LYY7.DE;Multi Units Luxembourg - Lyxor DAX (DR) UCITS ETF;ETF;sector
414;LYY8.DE;Multi Units Luxembourg - Lyxor Daily LevDAX UCITS ETF;ETF;sector
420;LYYA.DE;Lyxor MSCI World UCITS ETF;ETF;sector
419;LYYB.DE;Lyxor MSCI USA UCITS ETF Dist;ETF;sector
434;MD4X.DE;Lyxor German Mid-Cap MDAX UCITS ETF Dist;ETF;sector
217;MIVB.DE;Amundi Index Solutions - Amundi MSCI Europe SRI UCITS ETF DR;ETF;sector


430;MSED.DE;Lyxor Index Fund - Lyxor Core Euro Stoxx 50 (DR);ETF;sector
354;MTDA.DE;"Lyxor STOXX Europe 600 Personal &amp; Household Goods UCITS ETF Dis";ETF;sector
365;MTDB.DE;Lyxor Core Euro Stoxx 50 (DR) ETF Dist;ETF;sector
488;MTDD.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF 2;ETF;sector
777;MVEA.DE;iShares Edge MSCI USA Minimum Volatility ESG UCITS ETF USD (Acc);ETF;sector
776;MVEE.DE;Ishares Vi Public Limited Company - Ishares Edge Msci Europe Minimum Volatility ESG Ucits ETF;ETF;sector

499;NADA.DE;Lyxor Core MSCI Japan (DR) UCITS ETF 2;ETF;sector
484;NADB.DE;MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 10-15Y (DR) UCITS ETF;ETF;sector
788;NQSE.DE;iShares VII Public Limited Company -  iShares NASDAQ 100 UCITS ETF;ETF;sector
352;OIGS.DE;"Lyxor Index Fund - Lyxor Stoxx Europe 600 Oil &amp; Gas UCITS ETF Dis";ETF;sector
708;OM3F.DE;"iShares &#226;&#130;&#172; Corp Bond ESG UCITS ETF EUR (Dist)";ETF;sector
793;OM3L.DE;iShares MSCI USA ESG Enhanced UCITS ETF USD Inc;ETF;sector
786;OM3M.DE;iShares VII Public Limited Company - iShares $ Treasury Bond 3-7yr UCITS ETF;ETF;sector
754;OM3Y.DE;iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist);ETF;sector
782;OPEN.DE;iShares Thomson Reuters Inclusion and Diversity UCITS ETF USD Acc;ETF;sector
277;PR1C.DE;Amundi Index Solutions - Amundi Prime Euro Corporates UCITS ETF DR;ETF;sector
307;PR1E.DE;Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR;ETF;sector
284;PR1G.DE;Amundi Index Solutions - Amundi Prime Global Govies UCITS ETF DR;ETF;sector
274;PR1H.DE;Amundi Index Solutions - Amundi Prime US Treasury Bond 0-1 Y UCITS ETF DR - EUR Hedged (C);ETF;sector
285;PR1J.DE;Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR;ETF;sector
310;PR1P.DE;Amundi Index Solutions - Amundi Prime US Corporates UCITS ETF DR;ETF;sector
283;PR1R.DE;Amundi Index Solutions - Amundi Prime Euro Govies UCITS ETF DR;ETF;sector
279;PR1S.DE;Amundi Index Solutions - Amundi Prime US Treasury UCITS ETF DR;ETF;sector
273;PR1T.DE;Amundi Index Solutions - Amundi Prime US Treasury Bond 0-1 Y UCITS ETF DR - USD (C);ETF;sector
286;PR1U.DE;Amundi Index Solutions - Amundi Prime USA UCITS ETF DR;ETF;sector
308;PR1W.DE;Amundi Index Solutions - Amundi Prime Global UCITS ETF DR;ETF;sector
287;PR1Z.DE;Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR;ETF;sector
272;PRAB.DE;Amundi Prime Euro Gov Bonds 0-1Y UCITS ETF DR Cap;ETF;sector
276;PRAC.DE;Amundi Index Solutions - Amundi Prime Euro Corporates UCITS ETF DR (C);ETF;sector
303;PRAE.DE;Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR (C);ETF;sector
305;PRAG.DE;Amundi Index Solutions - Amundi Prime Global Govies UCITS ETF DR (C);ETF;sector
306;PRAJ.DE;Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR (C);ETF;sector
309;PRAP.DE;Amundi Index Solutions - Amundi Prime US Corporates UCITS ETF DR (C);ETF;sector
282;PRAR.DE;Amundi Index Solutions - Amundi Prime Euro Govies UCITS ETF DR (C);ETF;sector
302;PRAS.DE;Amundi Index Solutions - Amundi Prime US Treasury UCITS ETF DR (C);ETF;sector
288;PRAU.DE;Amundi Index Solutions - Amundi Prime USA UCITS ETF DR (C);ETF;sector
304;PRAZ.DE;Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR (C);ETF;sector
759;QDV5.DE;iShares MSCI India UCITS ETF USD Acc;ETF;sector
637;QDVA.DE;iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc);ETF;sector
638;QDVB.DE;iShares IV Public Limited Company - iShares Edge MSCI USA Quality Factor UCITS ETF;ETF;sector

657;QDVL.DE;"iShares &#226;&#130;&#172; Corp Bond 0-3yr ESG UCITS ETF EUR (Dist)";ETF;sector
635;QDVN.DE;iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc);ETF;sector
662;QDVP.DE;iShares US Mortgage Backed Securities UCITS ETF USD (Dist);ETF;sector
619;QDVQ.DE;iShares Fallen Angels High Yield Corp Bond UCITS ETF USD (Dist);ETF;sector
659;QDVR.DE;iShares MSCI USA SRI UCITS ETF USD (Acc);ETF;sector
658;QDVS.DE;iShares MSCI EM SRI UCITS ETF USD (Acc);ETF;sector
720;QDVW.DE;iShares MSCI World Quality Dividend UCITS ETF USD (Dist);ETF;sector
718;QDVX.DE;iShares II Public Limited Company - iShares MSCI Europe Quality Dividend UCITS ETF;ETF;sector
699;QDVY.DE;iShares $ Floating Rate Bond UCITS ETF USD (Dist);ETF;sector
316;REAL.DE;Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate UCITS ETF;ETF;sector
395;ROAI.DE;Lyxor Index Fund - Lyxor Robotics & AI UCITS ETF;ETF;sector
10;RQFI.DE;Xtrackers - Harvest CSI300 UCITS ETF;ETF;sector
258;RS2K.DE;Amundi Index Solutions - Amundi Russell 2000;ETF;sector









295;SMRN.DE;Amundi Etf Istoxx Europe Multi Factor Market Neutral Ucits Etf;ETF;sector
684;SNA2.DE;Ishares PLC - Ishares Treasury Bond Ucits ETF;ETF;sector
697;SNAV.DE;iShares $ Corp Bond SRI 0-3yr UCITS ETF USD (Dist);ETF;sector
764;SNAW.DE;iShares IV Public Limited Company - iShares MSCI World ESG Screened UCITS ETF;ETF;sector
799;SNAZ.DE;iShares J.P. Morgan $ EM Corp Bond UCITS ETF EUR Hedged (Acc);ETF;sector

262;SRHE.DE;Amundi Index Solutions - Amundi Index MSCI EMU SRI Ucits ETF DR Cap;ETF;sector
431;STXH.DE;Lyxor Index Fund - Lyxor Core STOXX Europe 600 (DR) UCITS ETF Monthly Hedged to EUR - Dist;ETF;sector
643;SXR0.DE;iShares VI Public Limited Company - iShares Edge MSCI World Minimum Volatility UCITS ETF;ETF;sector
785;SXR1.DE;iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF;ETF;sector

532;SXR3.DE;iShares VII PLC - iShares MSCI UK ETF GBP Acc;ETF;sector
533;SXR4.DE;iShares VII Public Limited Company - iShares MSCI USA UCITS ETF;ETF;sector
529;SXR5.DE;iShares VII Public Limited Company - iShares MSCI Japan UCITS ETF USD (Acc);ETF;sector
633;SXR6.DE;iShares MSCI Japan SRI UCITS ETF;ETF;sector
528;SXR7.DE;iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Acc);ETF;sector
536;SXR8.DE;"iShares Core S&amp;P 500 UCITS ETF USD (Acc)";ETF;sector
520;SXRD.DE;iShares VII Public Limited Company - iShares MSCI UK Small Cap UCITS ETF;ETF;sector
595;SXRF.DE;iShares $ Intermediate Credit Bond UCITS ETF USD (Dist);ETF;sector

596;SXRH.DE;iShares $ TIPS 0-5 UCITS ETF USD (Dist);ETF;sector
519;SXRJ.DE;iShares VII PLC - iShares MSCI EMU Small Cap ETF EUR Acc;ETF;sector
701;SXRR.DE;iShares $ Floating Rate Bond UCITS ETF EUR Hedged (Dist);ETF;sector
690;SXRS.DE;iShares VI Public Limited Company - iShares Diversified Commodity Swap UCITS ETF;ETF;sector
522;SXRT.DE;iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF;ETF;sector




228;TCC4.DE;Amundi Index Solutions - Amundi EURO Corporates Ucits ETF EUR C;ETF;sector

202;UCRP.DE;Amundi Index Solutions - Amundi Index US Corp SRI UCITS ETF DR Acc;ETF;sector
796;UEEA.DE;iShares MSCI World SRI UCITS ETF EUR Hedged (Dist);ETF;sector



837;WTDX.DE;WisdomTree Japan Equity UCITS ETF - USD Hedged;ETF;sector
840;WTDY.DE;WisdomTree US Equity Income UCITS ETF - EUR Hedged Acc;ETF;sector

826;WTEI.DE;WisdomTree Issuer ICAV - WisdomTree Emerging Markets Equity Income UCITS ETF;ETF;sector

838;WTEU.DE;WisdomTree US Equity Income UCITS ETF;ETF;sector
822;WTI2.DE;WisdomTree Issuer ICAV - Artificial Intelligence Ucits Fund;ETF;sector
827;WTIC.DE;WisdomTree Enhanced Commodity UCITS ETF - USD Acc;ETF;sector
836;WTIF.DE;WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc;ETF;sector
820;WTIM.DE;WisdomTree Issuer ICAV - WisdomTree Eurozone Quality Dividend Growth UCITS ETF;ETF;sector
835;WTIZ.DE;WisdomTree Japan Equity UCITS ETF - JPY Acc;ETF;sector
442;X010.DE;Lyxor MSCI World (LUX) UCITS ETF;ETF;sector
325;X011.DE;Lyxor MSCI Europe UCITS ETF;ETF;sector
451;X013.DE;ComStage - MSCI North America UCITS ETF;ETF;sector




165;XAIX.DE;"Xtrackers (IE) Plc - Xtrackers Artificial Intelligence &amp; Big Data UCITS ETF 1C";ETF;sector
243;XAMB.DE;Amundi Index Solutions - Amundi MSCI World SRI UCITS ETF DR;ETF;sector
55;XB4A.DE;Xtrackers - ATX UCITS ETF;ETF;sector



2;XCHA.DE;Xtrackers - CSI300 Swap UCITS ETF;ETF;sector


77;XD5E.DE;Xtrackers - MSCI EMU UCITS ETF;ETF;sector


57;XDGE.DE;Xtrackers (IE) Public Limited Company - Xtrackers USD Corporate Bond UCITS ETF;ETF;sector

56;XDGU.DE;Xtrackers (IE) Public Limited Company - Xtrackers USD Corporate Bond UCITS ETF;ETF;sector
194;XDJE.DE;Xtrackers - Nikkei 225 UCITS ETF;ETF;sector
9;XDJP.DE;Xtrackers - Nikkei 225 UCITS ETF;ETF;sector




29;XDUK.DE;Xtrackers - FTSE 100 UCITS ETF;ETF;sector



119;XGLF.DE;Xtrackers (IE) Public Limited Company - Xtrackers MSCI GCC Select Swap UCITS ETF;ETF;sector

78;XIEE.DE;Xtrackers - MSCI Europe UCITS ETF;ETF;sector



186;XMOV.DE;Xtrackers (IE) Plc - Xtrackers Future Mobility UCITS ETF 1C;ETF;sector
0;XMVE.DE;Xtrackers (IE) Plc - Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D;ETF;sector

98;XREA.DE;Xtrackers (IE) Public Limited Company - Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF;ETF;sector

44;XS7W.DE;Concept Fund Solutions plc - db x-trackers Portfolio Income UCITS ETF;ETF;sector

185;XUEB.DE;Xtrackers USD Emerging Markets Bond UCITS ETF;ETF;sector
181;XUEK.DE;Xtrackers IE PLC - Xtrackers S&P Europe Ex Uk UCITS ETF;ETF;sector








